"ZIP
code [1]",Size of adjusted gross income,Number of returns
10567,"$1 under $25,000",2500
10567,"$25,000 under $50,000",1370
10567,"$50,000 under $75,000",1070
10567,"$75,000 under $100,000",930
10567,"$100,000 under $200,000",2340
10567,"$200,000 or more",1270
,,
10570,,"6,010"
10570,"$1 under $25,000",1570
10570,"$25,000 under $50,000",700
10570,"$50,000 under $75,000",610
10570,"$75,000 under $100,000",460
10570,"$100,000 under $200,000",1200
10570,"$200,000 or more",1470
,,
10573,,"19,000"
10573,"$1 under $25,000",7160
10573,"$25,000 under $50,000",4280
10573,"$50,000 under $75,000",2270
10573,"$75,000 under $100,000",1290
10573,"$100,000 under $200,000",2210
10573,"$200,000 or more",1790
,,
10576,,"2,520"
10576,"$1 under $25,000",590
10576,"$25,000 under $50,000",230
10576,"$50,000 under $75,000",190
10576,"$75,000 under $100,000",180
10576,"$100,000 under $200,000",500
10576,"$200,000 or more",830
,,
10577,,"1,610"
10577,"$1 under $25,000",410
10577,"$25,000 under $50,000",170
10577,"$50,000 under $75,000",130
10577,"$75,000 under $100,000",90
10577,"$100,000 under $200,000",180
10577,"$200,000 or more",630
,,
10578,,440
10578,"$1 under $25,000",110
10578,"$25,000 under $50,000",70
10578,"$50,000 under $75,000",60
10578,"$75,000 under $100,000",30
10578,"$100,000 under $200,000",120
10578,"$200,000 or more",50
,,
10579,,"4,340"
10579,"$1 under $25,000",1070
10579,"$25,000 under $50,000",670
10579,"$50,000 under $75,000",570
10579,"$75,000 under $100,000",480
10579,"$100,000 under $200,000",1080
10579,"$200,000 or more",470
,,
10580,,"8,060"
10580,"$1 under $25,000",1970
10580,"$25,000 under $50,000",780
10580,"$50,000 under $75,000",610
10580,"$75,000 under $100,000",500
10580,"$100,000 under $200,000",1170
10580,"$200,000 or more",3030
,,
10583,,"18,930"
10583,"$1 under $25,000",4270
10583,"$25,000 under $50,000",1680
10583,"$50,000 under $75,000",1640
10583,"$75,000 under $100,000",1290
10583,"$100,000 under $200,000",3320
10583,"$200,000 or more",6730
,,
10588,,"1,260"
10588,"$1 under $25,000",330
10588,"$25,000 under $50,000",200
10588,"$50,000 under $75,000",180
10588,"$75,000 under $100,000",130
10588,"$100,000 under $200,000",310
10588,"$200,000 or more",110
,,
10589,,"4,610"
10589,"$1 under $25,000",950
10589,"$25,000 under $50,000",590
10589,"$50,000 under $75,000",630
10589,"$75,000 under $100,000",530
10589,"$100,000 under $200,000",1210
10589,"$200,000 or more",700
,,
10590,,"3,170"
10590,"$1 under $25,000",790
10590,"$25,000 under $50,000",340
10590,"$50,000 under $75,000",300
10590,"$75,000 under $100,000",260
10590,"$100,000 under $200,000",750
10590,"$200,000 or more",730
,,
10591,,"12,030"
10591,"$1 under $25,000",3700
10591,"$25,000 under $50,000",2340
10591,"$50,000 under $75,000",1470
10591,"$75,000 under $100,000",1060
10591,"$100,000 under $200,000",1940
10591,"$200,000 or more",1520
,,
10594,,"2,530"
10594,"$1 under $25,000",650
10594,"$25,000 under $50,000",370
10594,"$50,000 under $75,000",310
10594,"$75,000 under $100,000",230
10594,"$100,000 under $200,000",600
10594,"$200,000 or more",370
,,
10595,,"3,220"
10595,"$1 under $25,000",780
10595,"$25,000 under $50,000",470
10595,"$50,000 under $75,000",400
10595,"$75,000 under $100,000",300
10595,"$100,000 under $200,000",770
10595,"$200,000 or more",500
,,
10597,,500
10597,"$1 under $25,000",130
10597,"$25,000 under $50,000",40
10597,"$50,000 under $75,000",30
10597,"$75,000 under $100,000",30
10597,"$100,000 under $200,000",70
10597,"$200,000 or more",200
,,
10598,,"14,460"
10598,"$1 under $25,000",3660
10598,"$25,000 under $50,000",2040
10598,"$50,000 under $75,000",1640
10598,"$75,000 under $100,000",1330
10598,"$100,000 under $200,000",3770
10598,"$200,000 or more",2020
,,
10601,,"6,100"
10601,"$1 under $25,000",1810
10601,"$25,000 under $50,000",1180
10601,"$50,000 under $75,000",880
10601,"$75,000 under $100,000",560
10601,"$100,000 under $200,000",960
10601,"$200,000 or more",710
,,
10603,,"10,160"
10603,"$1 under $25,000",3000
10603,"$25,000 under $50,000",1980
10603,"$50,000 under $75,000",1520
10603,"$75,000 under $100,000",1090
10603,"$100,000 under $200,000",1870
10603,"$200,000 or more",700
,,
10604,,"5,630"
10604,"$1 under $25,000",1770
10604,"$25,000 under $50,000",1070
10604,"$50,000 under $75,000",770
10604,"$75,000 under $100,000",510
10604,"$100,000 under $200,000",850
10604,"$200,000 or more",660
,,
10605,,"10,280"
10605,"$1 under $25,000",2580
10605,"$25,000 under $50,000",1520
10605,"$50,000 under $75,000",1210
10605,"$75,000 under $100,000",900
10605,"$100,000 under $200,000",2140
10605,"$200,000 or more",1930
,,
10606,,"8,380"
10606,"$1 under $25,000",3150
10606,"$25,000 under $50,000",1910
10606,"$50,000 under $75,000",1050
10606,"$75,000 under $100,000",570
10606,"$100,000 under $200,000",1040
10606,"$200,000 or more",660
,,
10607,,"3,940"
10607,"$1 under $25,000",1090
10607,"$25,000 under $50,000",740
10607,"$50,000 under $75,000",510
10607,"$75,000 under $100,000",340
10607,"$100,000 under $200,000",780
10607,"$200,000 or more",480
,,
10701,,"28,790"
10701,"$1 under $25,000",12690
10701,"$25,000 under $50,000",7100
10701,"$50,000 under $75,000",3750
10701,"$75,000 under $100,000",2010
10701,"$100,000 under $200,000",2720
10701,"$200,000 or more",520
,,
10703,,"10,550"
10703,"$1 under $25,000",3880
10703,"$25,000 under $50,000",2510
10703,"$50,000 under $75,000",1490
10703,"$75,000 under $100,000",1020
10703,"$100,000 under $200,000",1430
10703,"$200,000 or more",220
,,
10704,,"16,920"
10704,"$1 under $25,000",4990
10704,"$25,000 under $50,000",3700
10704,"$50,000 under $75,000",2980
10704,"$75,000 under $100,000",1990
10704,"$100,000 under $200,000",2760
10704,"$200,000 or more",500
,,
10705,,"18,340"
10705,"$1 under $25,000",8210
10705,"$25,000 under $50,000",4540
10705,"$50,000 under $75,000",2430
10705,"$75,000 under $100,000",1230
10705,"$100,000 under $200,000",1540
10705,"$200,000 or more",390
,,
10706,,"4,490"
10706,"$1 under $25,000",970
10706,"$25,000 under $50,000",560
10706,"$50,000 under $75,000",470
10706,"$75,000 under $100,000",410
10706,"$100,000 under $200,000",1000
10706,"$200,000 or more",1080
,,
10707,,"5,130"
10707,"$1 under $25,000",1310
10707,"$25,000 under $50,000",720
10707,"$50,000 under $75,000",690
10707,"$75,000 under $100,000",520
10707,"$100,000 under $200,000",1130
10707,"$200,000 or more",760
,,
10708,,"11,440"
10708,"$1 under $25,000",2320
10708,"$25,000 under $50,000",1510
10708,"$50,000 under $75,000",1540
10708,"$75,000 under $100,000",1230
10708,"$100,000 under $200,000",2370
10708,"$200,000 or more",2470
,,
10709,,"4,820"
10709,"$1 under $25,000",1200
10709,"$25,000 under $50,000",670
10709,"$50,000 under $75,000",570
10709,"$75,000 under $100,000",470
10709,"$100,000 under $200,000",1070
10709,"$200,000 or more",840
,,
10710,,"14,130"
10710,"$1 under $25,000",3680
10710,"$25,000 under $50,000",2740
10710,"$50,000 under $75,000",2210
10710,"$75,000 under $100,000",1720
10710,"$100,000 under $200,000",2940
10710,"$200,000 or more",840
,,
10801,,"18,660"
10801,"$1 under $25,000",7140
10801,"$25,000 under $50,000",4080
10801,"$50,000 under $75,000",2510
10801,"$75,000 under $100,000",1600
10801,"$100,000 under $200,000",2410
10801,"$200,000 or more",920
,,
10803,,"6,020"
10803,"$1 under $25,000",1400
10803,"$25,000 under $50,000",800
10803,"$50,000 under $75,000",610
10803,"$75,000 under $100,000",460
10803,"$100,000 under $200,000",1030
10803,"$200,000 or more",1720
,,
10804,,"7,130"
10804,"$1 under $25,000",1520
10804,"$25,000 under $50,000",700
10804,"$50,000 under $75,000",650
10804,"$75,000 under $100,000",520
10804,"$100,000 under $200,000",1460
10804,"$200,000 or more",2280
,,
10805,,"9,290"
10805,"$1 under $25,000",2920
10805,"$25,000 under $50,000",2050
10805,"$50,000 under $75,000",1560
10805,"$75,000 under $100,000",1080
10805,"$100,000 under $200,000",1320
10805,"$200,000 or more",360
,,
10901,,"11,510"
10901,"$1 under $25,000",3290
10901,"$25,000 under $50,000",1920
10901,"$50,000 under $75,000",1430
10901,"$75,000 under $100,000",1060
10901,"$100,000 under $200,000",2430
10901,"$200,000 or more",1380
,,
10913,,"2,590"
10913,"$1 under $25,000",700
10913,"$25,000 under $50,000",350
10913,"$50,000 under $75,000",270
10913,"$75,000 under $100,000",230
10913,"$100,000 under $200,000",620
10913,"$200,000 or more",420
,,
10916,,"2,160"
10916,"$1 under $25,000",610
10916,"$25,000 under $50,000",330
10916,"$50,000 under $75,000",240
10916,"$75,000 under $100,000",230
10916,"$100,000 under $200,000",540
10916,"$200,000 or more",210
,,
10917,,"1,000"
10917,"$1 under $25,000",290
10917,"$25,000 under $50,000",170
10917,"$50,000 under $75,000",130
10917,"$75,000 under $100,000",90
10917,"$100,000 under $200,000",210
10917,"$200,000 or more",110
,,
10918,,"5,510"
10918,"$1 under $25,000",1620
10918,"$25,000 under $50,000",950
10918,"$50,000 under $75,000",750
10918,"$75,000 under $100,000",590
10918,"$100,000 under $200,000",1210
10918,"$200,000 or more",390
,,
10919,,600
10919,"$1 under $25,000",200
10919,"$25,000 under $50,000",140
10919,"$50,000 under $75,000",70
10919,"$75,000 under $100,000",60
10919,"$100,000 under $200,000",110
10919,"$200,000 or more",20
,,
10920,,"4,500"
10920,"$1 under $25,000",1310
10920,"$25,000 under $50,000",690
10920,"$50,000 under $75,000",550
10920,"$75,000 under $100,000",480
10920,"$100,000 under $200,000",1070
10920,"$200,000 or more",400
,,
10921,,"2,120"
10921,"$1 under $25,000",620
10921,"$25,000 under $50,000",380
10921,"$50,000 under $75,000",300
10921,"$75,000 under $100,000",230
10921,"$100,000 under $200,000",480
10921,"$200,000 or more",110
,,
10923,,"4,830"
10923,"$1 under $25,000",1580
10923,"$25,000 under $50,000",1090
10923,"$50,000 under $75,000",690
10923,"$75,000 under $100,000",470
10923,"$100,000 under $200,000",820
10923,"$200,000 or more",180
,,
10924,,"6,190"
10924,"$1 under $25,000",1880
10924,"$25,000 under $50,000",1070
10924,"$50,000 under $75,000",750
10924,"$75,000 under $100,000",600
10924,"$100,000 under $200,000",1340
10924,"$200,000 or more",550
,,
10925,,"2,500"
10925,"$1 under $25,000",740
10925,"$25,000 under $50,000",480
10925,"$50,000 under $75,000",380
10925,"$75,000 under $100,000",300
10925,"$100,000 under $200,000",520
10925,"$200,000 or more",80
,,
10926,,"1,950"
10926,"$1 under $25,000",590
10926,"$25,000 under $50,000",370
10926,"$50,000 under $75,000",310
10926,"$75,000 under $100,000",200
10926,"$100,000 under $200,000",370
10926,"$200,000 or more",110
,,
10927,,"6,090"
10927,"$1 under $25,000",3040
10927,"$25,000 under $50,000",1570
10927,"$50,000 under $75,000",630
10927,"$75,000 under $100,000",320
10927,"$100,000 under $200,000",430
10927,"$200,000 or more",100
,,
10928,,"2,290"
10928,"$1 under $25,000",800
10928,"$25,000 under $50,000",580
10928,"$50,000 under $75,000",330
10928,"$75,000 under $100,000",230
10928,"$100,000 under $200,000",300
10928,"$200,000 or more",50
,,
10930,,"4,390"
10930,"$1 under $25,000",1280
10930,"$25,000 under $50,000",640
10930,"$50,000 under $75,000",490
10930,"$75,000 under $100,000",460
10930,"$100,000 under $200,000",1120
10930,"$200,000 or more",400
,,
10931,,480
10931,"$1 under $25,000",170
10931,"$25,000 under $50,000",100
10931,"$50,000 under $75,000",70
10931,"$75,000 under $100,000",60
10931,"$100,000 under $200,000",80
10931,"$200,000 or more",**
,,
10940,,"24,100"
10940,"$1 under $25,000",9170
10940,"$25,000 under $50,000",5900
10940,"$50,000 under $75,000",3350
10940,"$75,000 under $100,000",2180
10940,"$100,000 under $200,000",3060
10940,"$200,000 or more",440
,,
10941,,"7,050"
10941,"$1 under $25,000",2300
10941,"$25,000 under $50,000",1680
10941,"$50,000 under $75,000",1060
10941,"$75,000 under $100,000",720
10941,"$100,000 under $200,000",1110
10941,"$200,000 or more",180
,,
10950,,"17,740"
10950,"$1 under $25,000",6920
10950,"$25,000 under $50,000",2950
10950,"$50,000 under $75,000",1860
10950,"$75,000 under $100,000",1550
10950,"$100,000 under $200,000",3330
10950,"$200,000 or more",1130
,,
10952,,"12,510"
10952,"$1 under $25,000",5540
10952,"$25,000 under $50,000",2370
10952,"$50,000 under $75,000",1190
10952,"$75,000 under $100,000",810
10952,"$100,000 under $200,000",1530
10952,"$200,000 or more",1070
,,
10954,,"12,420"
10954,"$1 under $25,000",3690
10954,"$25,000 under $50,000",2220
10954,"$50,000 under $75,000",1620
10954,"$75,000 under $100,000",1290
10954,"$100,000 under $200,000",2670
10954,"$200,000 or more",930
,,
10956,,"16,060"
10956,"$1 under $25,000",4260
10956,"$25,000 under $50,000",2160
10956,"$50,000 under $75,000",1710
10956,"$75,000 under $100,000",1440
10956,"$100,000 under $200,000",4010
10956,"$200,000 or more",2480
,,
10958,,"1,640"
10958,"$1 under $25,000",520
10958,"$25,000 under $50,000",270
10958,"$50,000 under $75,000",250
10958,"$75,000 under $100,000",170
10958,"$100,000 under $200,000",340
10958,"$200,000 or more",90
,,
10960,,"7,820"
10960,"$1 under $25,000",2400
10960,"$25,000 under $50,000",1470
10960,"$50,000 under $75,000",1030
10960,"$75,000 under $100,000",730
10960,"$100,000 under $200,000",1400
10960,"$200,000 or more",790
,,
10962,,"2,600"
10962,"$1 under $25,000",720
10962,"$25,000 under $50,000",370
10962,"$50,000 under $75,000",330
10962,"$75,000 under $100,000",260
10962,"$100,000 under $200,000",570
10962,"$200,000 or more",350
,,
10963,,"1,210"
10963,"$1 under $25,000",390
10963,"$25,000 under $50,000",240
10963,"$50,000 under $75,000",180
10963,"$75,000 under $100,000",150
10963,"$100,000 under $200,000",220
10963,"$200,000 or more",30
,,
10964,,770
10964,"$1 under $25,000",180
10964,"$25,000 under $50,000",120
10964,"$50,000 under $75,000",70
10964,"$75,000 under $100,000",60
10964,"$100,000 under $200,000",170
10964,"$200,000 or more",170
,,
10965,,"7,820"
10965,"$1 under $25,000",2050
10965,"$25,000 under $50,000",1170
10965,"$50,000 under $75,000",990
10965,"$75,000 under $100,000",820
10965,"$100,000 under $200,000",1950
10965,"$200,000 or more",840
,,
10968,,"1,310"
10968,"$1 under $25,000",270
10968,"$25,000 under $50,000",180
10968,"$50,000 under $75,000",180
10968,"$75,000 under $100,000",170
10968,"$100,000 under $200,000",310
10968,"$200,000 or more",200
,,
10969,,630
10969,"$1 under $25,000",210
10969,"$25,000 under $50,000",120
10969,"$50,000 under $75,000",100
10969,"$75,000 under $100,000",70
10969,"$100,000 under $200,000",100
10969,"$200,000 or more",30
,,
10970,,"5,150"
10970,"$1 under $25,000",1510
10970,"$25,000 under $50,000",1000
10970,"$50,000 under $75,000",720
10970,"$75,000 under $100,000",540
10970,"$100,000 under $200,000",1020
10970,"$200,000 or more",360
,,
10973,,"1,110"
10973,"$1 under $25,000",340
10973,"$25,000 under $50,000",200
10973,"$50,000 under $75,000",140
10973,"$75,000 under $100,000",130
10973,"$100,000 under $200,000",240
10973,"$200,000 or more",60
,,
10974,,"1,590"
10974,"$1 under $25,000",490
10974,"$25,000 under $50,000",290
10974,"$50,000 under $75,000",200
10974,"$75,000 under $100,000",160
10974,"$100,000 under $200,000",330
10974,"$200,000 or more",120
,,
10975,,170
10975,"$1 under $25,000",50
10975,"$25,000 under $50,000",30
10975,"$50,000 under $75,000",50
10975,"$75,000 under $100,000",20
10975,"$100,000 under $200,000",20
10975,"$200,000 or more",**
,,
10976,,840
10976,"$1 under $25,000",340
10976,"$25,000 under $50,000",150
10976,"$50,000 under $75,000",80
10976,"$75,000 under $100,000",50
10976,"$100,000 under $200,000",150
10976,"$200,000 or more",70
,,
10977,,"24,900"
10977,"$1 under $25,000",11690
10977,"$25,000 under $50,000",6080
10977,"$50,000 under $75,000",2530
10977,"$75,000 under $100,000",1530
10977,"$100,000 under $200,000",2330
10977,"$200,000 or more",740
,,
10980,,"7,150"
10980,"$1 under $25,000",2090
10980,"$25,000 under $50,000",1350
10980,"$50,000 under $75,000",900
10980,"$75,000 under $100,000",710
10980,"$100,000 under $200,000",1560
10980,"$200,000 or more",540
,,
10983,,"2,950"
10983,"$1 under $25,000",740
10983,"$25,000 under $50,000",420
10983,"$50,000 under $75,000",340
10983,"$75,000 under $100,000",280
10983,"$100,000 under $200,000",810
10983,"$200,000 or more",360
,,
10984,,"1,300"
10984,"$1 under $25,000",330
10984,"$25,000 under $50,000",210
10984,"$50,000 under $75,000",160
10984,"$75,000 under $100,000",150
10984,"$100,000 under $200,000",360
10984,"$200,000 or more",90
,,
10985,,170
10985,"$1 under $25,000",40
10985,"$25,000 under $50,000",40
10985,"$50,000 under $75,000",30
10985,"$75,000 under $100,000",20
10985,"$100,000 under $200,000",40
10985,"$200,000 or more",**
,,
10986,,910
10986,"$1 under $25,000",250
10986,"$25,000 under $50,000",150
10986,"$50,000 under $75,000",120
10986,"$75,000 under $100,000",90
10986,"$100,000 under $200,000",210
